model_id,price,fuelconsump,power,import,segment_num,makeorigin
203,0.324593525,0.265724751,0.502763236,0,4,A
205,0.384304114,0.448037677,0.601536793,0,10,A
207,0.26517532,0.182626897,0.458020446,0,2,A
209,0.203418167,0.114599686,0.431594144,0,2,A
210,0.182593773,0.123076923,0.381471906,0,2,A
211,0.14478421,0.043746729,0.306271753,0,2,A
214,0.492086162,0.281109367,0.557571619,1,1,C
215,0.483296785,0.21025641,0.501314596,1,2,C
216,0.565298342,0.66425955,0.683156541,1,12,C
218,0.394050787,0.234432234,0.525460755,0,4,C
220,0.379485444,0.234013605,0.478688091,0,10,B
223,0.303952342,0.15018315,0.440613848,0,2,B
224,0.391462437,0.245525903,0.563080734,0,4,B
225,0.366457489,0.311145997,0.516063565,0,4,B
226,0.542795591,0.497226583,0.748048656,0,10,B
227,0.496244804,0.55248561,0.665771979,0,5,B
229,0.507264616,0.611616954,0.630463963,0,14,B
234,0.721694378,0.779487179,0.894543622,1,12,B
242,0.45541265,0.413186813,0.636554241,0,10,A
270,0.262913275,0.172579801,0.473124733,0,4,A
271,0.212972586,0.214965986,0.378680739,0,1,A
272,0.357333257,0.420617478,0.572664156,0,10,A
273,0.161320656,0.124228153,0.327643643,0,1,A
321,0.364796717,0.330507588,0.570585148,0,4,D
322,0.411250911,0.259445317,0.574781079,0,4,D
324,0.51485932,0.454526426,0.645740932,0,10,D
329,0.537768596,0.439141811,0.651604516,0,5,D
333,0.503093681,0.406174778,0.648626003,0,5,D
334,0.347430476,0.16881214,0.50441942,0,2,D
339,0.318638123,0.11899529,0.435805363,0,2,D
340,0.536727479,0.528623757,0.683196311,0,14,D
343,0.408261069,0.359602302,0.624095546,0,10,A
345,0.321595746,0.227734171,0.47025426,0,4,E
346,0.383901749,0.202093145,0.531633967,0,4,E
348,0.356077158,0.187964417,0.512827839,0,4,E
351,0.483636373,0.417163789,0.632191097,0,10,E
354,0.577618769,0.578231293,0.726889066,0,12,E
355,0.504908227,0.433908948,0.645873464,0,5,E
359,0.479701231,0.428257457,0.573779588,0,10,E
362,0.314289496,0.169440084,0.458326318,0,2,E
366,0.567204396,0.611093668,0.860186216,1,16,E
371,0.563649268,0.565672423,0.699730537,1,8,E
372,0.40062326,0.452642595,0.581878781,0,10,E
374,0.607580729,0.586289901,0.79596507,1,12,E
375,0.479394575,0.430455259,0.533834151,1,16,E
396,0.759364755,0.632653061,0.837599236,1,7,C
399,0.87488734,0.667713239,0.882676173,1,9,C
401,0.534081494,0.550287807,0.642485524,1,11,B
404,0.757969071,0.648979592,0.847975415,1,12,B
405,0.553537987,0.55133438,0.649187346,1,10,B
406,0.686862824,0.851596023,0.855065262,1,10,B
407,0.261321177,0.13762428,0.479661713,0,4,A
410,0.266999597,0.240607012,0.503185331,0,4,A
411,0.36207736,0.476609105,0.563823583,0,14,A
415,0.33399439,0.44563056,0.584921612,0,10,A
417,0.192557815,0.08288854,0.404656324,0,2,A
418,0.33169122,0.491889063,0.469678729,0,10,A
419,0.437973974,0.314495029,0.565500175,0,12,A
423,0.450646116,0.378545264,0.601536793,1,4,E
427,0.3447803,0.18252224,0.47276894,0,4,E
428,0.358120404,0.191836735,0.512422161,0,4,E
429,0.309443078,0.174254317,0.468036571,0,2,E
430,0.385583287,0.209209838,0.53210286,0,4,E
432,0.468907506,0.387231816,0.636236509,0,5,E
437,0.296388272,0.175405547,0.413088885,0,2,E
438,0.369514185,0.308424908,0.512422161,0,2,E
439,0.469372406,0.450340136,0.573779588,0,10,E
440,0.487091905,0.432129775,0.641904693,0,10,E
441,0.564587593,0.580115123,0.680703752,1,8,E
443,0.663535677,0.845211931,0.869164445,1,12,E
444,0.560378482,0.53385662,0.678197071,1,12,E
448,0.824975944,0.665096808,0.840789249,1,13,C
450,0.714962356,0.648246991,0.780517212,1,11,C
451,0.608616716,0.243014129,0.419148113,1,3,D
452,0.667886657,0.423757195,0.652998479,1,7,D
453,0.761674728,0.613605442,0.874035262,1,7,D
455,0.756866659,0.548508634,0.785880402,1,7,D
456,0.872537215,0.922239665,0.892730118,1,13,D
458,0.680680666,0.545054945,0.745678851,1,6,D
461,1,0.951229723,0.997258612,1,13,D
465,0.749018726,0.623861852,0.734437697,1,13,D
467,0.139013397,0.092935636,0.366472907,0,1,A
470,0.167550119,0.059759288,0.37600625,0,4,A
472,0.235259735,0.196127682,0.399325008,0,4,A
473,0.285203836,0.456724228,0.54074723,0,10,A
480,0.46676115,0.445944532,0.583226811,1,4,D
481,0.298331441,0.130821559,0.408682414,0,2,D
482,0.371852314,0.230978545,0.465722384,0,4,D
484,0.355405098,0.217896389,0.453866161,0,4,D
487,0.604389772,0.616640502,0.63878574,1,12,D
489,0.450744397,0.377080063,0.592885191,0,5,D
491,0.427417792,0.359497645,0.592476515,0,5,D
492,0.519828532,0.565463108,0.63878574,0,14,D
495,0.583466512,0.304657248,0.574301282,1,3,C
497,0.608448238,0.285190999,0.56732549,1,3,C
498,0.652715088,0.476923077,0.698060904,0,6,C
501,0.731506239,0.55436944,0.768457578,0,7,C
505,0.682932461,0.648351648,0.662650766,0,13,C
509,0.652409295,0.422919937,0.659732835,1,6,C
513,0.85746846,0.716169545,0.892689871,1,7,C
515,0.743036638,0.497435897,0.722416948,1,7,C
517,0.72263238,0.86425955,0.783663703,0,14,C
527,0.835985746,0.778963893,0.898342629,1,13,C
528,0.787192821,0.751543694,0.829132665,1,13,C
533,0.922409123,0.583568812,0.917083034,1,17,C
534,0.773306047,0.52967033,0.707378729,1,17,C
537,0.296990697,0.127158556,0.428042113,0,2,A
539,0.399923159,0.316378859,0.551260183,0,4,A
541,0.35643527,0.191418106,0.46259057,0,4,A
545,0.58000611,0.275039246,0.51169027,1,3,C
546,0.627582606,0.368916797,0.577645828,1,11,C
547,0.638765629,0.369021455,0.601536793,1,3,C
552,0.684532318,0.341391941,0.506903236,1,3,C
555,0.424679586,0.624071167,0.52811193,0,12,D
558,0.445768207,0.405965463,0.624325589,0,10,D
559,0.618390328,0.777289377,0.63878574,0,12,D
562,0.577002761,0.436002093,0.64815005,1,12,D
565,0.667635311,0.84751439,0.673140695,1,12,D
569,0.35541775,0.291051805,0.502123724,0,4,D
571,0.241987085,0.138147567,0.501314596,0,4,D
577,0.337603281,0.194034537,0.441164003,0,2,D
578,0.287339239,0.158241758,0.453866161,0,2,D
580,0.712555833,0.7140764,0.92290454,0,12,D
583,0.456832632,0.361381476,0.567751607,0,10,D
585,0.329033547,0.145473574,0.47025426,0,4,D
586,0.398534899,0.197278912,0.531287227,0,5,D
587,0.363587539,0.192046049,0.489920969,0,5,D
593,0.276612205,0.154160126,0.489920969,0,4,D
603,0.462134405,0.402197802,0.601536793,0,12,D
606,0.542280101,0.382836211,0.601536793,1,10,C
608,0.292183792,0.200941915,0.329361382,0,2,C
609,0.490987611,0.43610675,0.619311474,0,10,C
611,0.350281968,0.256724228,0.449672498,0,4,C
612,0.3696966,0.275457875,0.457797108,0,4,C
615,0.428737638,0.412872841,0.551815792,0,5,C
617,0.496637977,0.565149137,0.618184349,0,5,C
619,0.978462186,0.65473574,1,1,17,C
621,0.820752822,0.691993721,0.871668249,1,17,C
622,0.88111517,0.806802721,0.980820585,1,13,C
623,0.818640928,0.520774464,0.879252162,1,17,C
626,0.950969885,0.757613815,0.97651235,1,9,C
629,0.986040236,0.873678702,0.952127295,1,13,C
630,0.762948956,0.61140764,0.810809744,1,11,C
636,0.472679433,0.471271586,0.560861062,1,4,C
637,0.535086807,0.468864469,0.61198002,1,10,C
645,0.351757426,0.187859759,0.458020446,0,4,A
647,0.421807213,0.316797488,0.538122619,0,4,A
650,0.506161934,0.559183673,0.634907853,0,12,A
652,0.356340225,0.370068027,0.522067945,0,12,A
661,0.311694084,0.172789116,0.381167017,0,2,C
665,0.339001212,0.156462585,0.459547698,0,4,C
666,0.48685046,0.282679226,0.596298405,0,5,C
670,0.440692908,0.055782313,0.290362059,1,1,C
673,0.579200658,0.412454212,0.655363211,1,10,D
674,0.597831948,0.460387232,0.662851205,1,5,D
676,0.517953288,0.318053375,0.601536793,1,10,D
678,0.166202885,0.008686552,0.270283342,0,1,D
679,0.164556461,0.043642072,0.350947521,0,1,D
681,0.318649888,0.184720042,0.461734441,0,4,D
683,0.25294753,0.093982208,0.40714503,0,2,D
684,0.154947997,0.058608059,0.301709361,0,1,D
685,0.263577836,0.154788069,0.42637084,0,2,D
688,0.782912922,0.68707483,0.749210617,1,14,D
691,0.396575821,0.217059131,0.520408419,0,4,D
693,0.343983933,0.209000523,0.501314596,0,4,D
694,0.627803782,0.544636316,0.714737278,0,8,D
696,0.820062889,1,0.875036857,0,12,D
697,0.741848962,0.847305076,0.869164445,0,12,D
701,0.54618604,0.515541601,0.712060551,0,5,D
704,0.519271145,0.418419676,0.622493291,0,5,D
705,0.576599347,0.412768184,0.593308717,0,5,D
706,0.455665093,0.307169021,0.555864652,0,4,D
707,0.57380654,0.660596546,0.707867953,0,12,D
711,0.327062259,0.174254317,0.45604787,0,2,D
714,0.571716412,0.651596023,0.728067448,1,16,D
715,0.693100003,0.823233909,0.63878574,1,12,D
716,0.701256908,0.585243328,0.668334425,1,14,D
720,0.677914035,0.540868655,0.812644472,0,7,C
721,0.600064148,0.513239142,0.711666848,1,6,C
723,0.517225023,0.481214024,0.683596304,1,3,C
725,0.61502484,0.49429618,0.765794985,1,6,C
726,0.685408579,0.575719519,0.8228782,1,11,C
727,0.77384315,0.763265306,0.749974304,1,13,C
730,0.545540548,0.250130822,0.569503404,1,4,C
731,0.594139392,0.245002616,0.630463963,1,4,C
733,0.380652792,0.232862376,0.448921841,0,4,C
734,0.567447078,0.428048142,0.679574997,0,5,C
735,0.417921478,0.232025118,0.484147282,0,4,C
739,0.328641998,0.135321821,0.451858163,0,4,C
741,0.530678048,0.402197802,0.650669195,0,5,C
743,0.434679912,0.251282051,0.492001253,0,4,C
745,0.611623419,0.366718995,0.68529658,1,4,C
749,0.632515321,0.510308739,0.728067448,1,5,C
751,0.641453178,0.514599686,0.752106491,1,5,C
752,0.842263791,0.778440607,0.841178997,1,9,C
763,0.604840444,0.313134485,0.660531496,1,16,C
764,0.619742813,0.562428048,0.687881535,1,14,C
765,0.37806547,0.180010466,0.441164003,0,2,C
767,0.415685094,0.203244375,0.489486021,0,4,C
769,0.405595314,0.179487179,0.468949185,0,4,C
770,0.539624875,0.350601779,0.641104461,0,5,C
774,0.339452642,0.158137101,0.399589331,0,2,C
775,0.342363576,0.126007326,0.449255155,0,4,C
779,0.557229522,0.511145997,0.646635428,0,10,C
780,0.462703981,0.235688121,0.54074723,0,4,C
781,0.722175203,0.752276295,0.736960774,1,15,C
783,0.617310652,0.559811617,0.656000664,1,10,C
785,0.83151289,0.782731554,0.884375138,1,13,C
790,0.267664211,0.205232862,0.477387906,0,4,A
792,0.15128788,0.048456306,0.297848331,0,1,A
797,0.292411286,0.184092098,0.466773577,0,4,A
798,0.337251641,0.277341706,0.571932819,0,4,A
802,0.232266318,0.221978022,0.411451933,0,10,A
805,0,0.091156463,0,0,1,A
809,0.212818559,0.304029304,0.4204374,0,2,A
