rspd_id,model_id,purchase
95,588,0
96,486,1
97,704,1
97,333,0
98,303,1
98,770,0
99,310,1
99,348,0
100,324,1
100,583,0
101,303,1
102,587,1
102,345,0
103,586,1
103,333,0
104,310,1
105,118,1
105,26,0
106,302,1
106,340,0
107,693,1
108,302,1
108,340,0
109,598,1
109,699,0
109,324,0
110,310,1
110,430,0
111,211,1
112,598,1
112,401,0
112,699,0
113,122,1
113,585,0
114,678,1
115,681,1
115,345,0
116,590,1
116,355,0
116,743,0
117,211,1
117,37,0
118,32,1
118,418,0
119,491,1
120,647,1
121,598,1
121,374,0
122,590,1
123,704,1
123,588,0
124,480,1
124,324,0
125,588,1
125,333,0
126,588,1
126,333,0
127,14,1
128,10,1
129,324,1
129,707,0
130,324,1
130,699,0
131,588,1
131,333,0
132,590,1
133,37,1
134,122,1
134,131,0
135,701,1
135,735,0
136,706,1
136,574,0
137,322,1
137,227,0
138,310,1
138,305,0
139,491,1
139,741,0
139,743,0
140,577,1
141,37,1
142,585,1
142,348,0
143,118,1
143,681,0
144,585,1
144,348,0
145,790,1
145,37,0
146,322,1
146,743,0
147,14,1
148,10,1
149,10,1
150,305,1
150,333,0
151,491,1
151,741,0
152,333,1
152,588,0
153,707,1
153,779,0
154,144,1
155,95,1
156,586,1
157,587,1
157,691,0
158,134,1
158,571,0
159,211,1
159,571,0
160,590,1
160,740,0
161,598,1
163,16,1
164,14,1
165,587,1
165,769,0
166,706,1
166,743,0
167,303,1
167,770,0
167,333,0
168,120,1
168,208,0
169,571,1
169,679,0
170,491,1
170,355,0
171,120,1
172,491,1
172,741,0
173,310,1
174,778,1
174,362,0
174,429,0
175,681,1
176,691,1
176,587,0
177,310,1
178,577,1
178,743,0
179,678,1
179,139,0
180,38,1
180,32,0
181,32,1
181,743,0
182,118,1
183,302,1
183,324,0
183,598,0
184,302,1
185,299,1
185,773,0
186,305,1
187,333,1
188,453,1
189,302,1
189,340,0
190,324,1
190,699,0
191,691,1
191,733,0
192,691,1
192,770,0
193,144,1
193,715,0
194,571,1
195,303,1
196,699,1
197,122,1
197,95,0
198,699,1
198,707,0
199,324,1
199,699,0
200,302,1
200,340,0
201,324,1
202,118,1
202,773,0
203,588,1
203,741,0
204,489,1
204,735,0
205,75,1
205,683,0
206,310,1
206,588,0
206,224,0
207,571,1
208,571,1
209,704,1
209,333,0
210,100,1
210,585,0
210,334,0
211,650,1
211,598,0
212,683,1
212,681,0
213,410,1
213,769,0
214,691,1
215,704,1
215,351,0
216,587,1
216,776,0
217,704,1
218,590,1
218,735,0
219,302,1
220,310,1
220,733,0
221,590,1
222,587,1
222,571,0
223,571,1
223,122,0
224,704,1
224,333,0
225,590,1
225,348,0
226,585,1
226,429,0
227,211,1
227,693,0
228,139,1
228,678,0
229,122,1
229,429,0
230,794,1
231,701,1
231,333,0
232,691,1
232,346,0
233,32,1
233,359,0
234,794,1
234,177,0
235,693,1
235,740,0
236,571,1
236,313,0
237,571,1
237,95,0
238,120,1
238,99,0
238,128,0
239,199,1
240,122,1
240,740,0
241,705,1
241,583,0
242,489,1
242,227,0
243,302,1
243,340,0
244,122,1
244,211,0
245,333,1
245,741,0
246,324,1
247,302,1
248,310,1
248,769,0
249,139,1
249,740,0
250,482,1
250,224,0
251,139,1
252,37,1
253,694,1
254,453,1
255,313,1
255,348,0
256,32,1
256,102,0
257,465,1
258,380,1
258,65,0
259,120,1
259,95,0
260,571,1
261,571,1
261,585,0
262,693,1
262,334,0
263,10,1
263,51,0
264,683,1
264,678,0
265,310,1
265,733,0
266,297,1
266,770,0
267,313,1
268,122,1
268,429,0
269,120,1
270,693,1
271,571,1
271,95,0
272,693,1
272,775,0
272,348,0
273,122,1
273,37,0
274,297,1
274,10,0
274,699,0
275,694,1
275,12,0
276,699,1
276,324,0
276,351,0
277,480,1
277,706,0
277,780,0
278,590,1
278,299,0
279,297,1
280,451,1
280,735,0
281,339,1
281,362,0
282,492,1
283,297,1
283,769,0
284,303,1
284,305,0
285,37,1
286,678,1
287,694,1
287,12,0
288,303,1
288,770,0
289,313,1
290,693,1
290,224,0
290,334,0
291,693,1
291,733,0
292,702,1
292,740,0
293,577,1
294,322,1
294,741,0
295,209,1
295,348,0
296,211,1
297,208,1
297,32,0
298,211,1
298,95,0
299,95,1
299,733,0
300,571,1
300,97,0
301,210,1
301,95,0
302,585,1
302,693,0
303,693,1
303,775,0
303,497,0
304,702,1
304,590,0
305,794,1
306,303,1
306,374,0
307,571,1
307,32,0
307,339,0
308,303,1
308,305,0
309,303,1
309,6,0
309,501,0
310,297,1
310,779,0
311,297,1
312,452,1
312,10,0
313,32,1
313,102,0
314,114,1
314,678,0
315,794,1
316,482,1
316,611,0
317,38,1
317,334,0
318,16,1
318,779,0
319,678,1
319,114,0
320,303,1
320,304,0
321,12,1
322,705,1
322,333,0
323,571,1
323,740,0
324,10,1
324,54,0
325,587,1
325,733,0
326,297,1
326,224,0
326,735,0
327,699,1
328,312,1
328,741,0
329,291,1
330,298,1
330,345,0
331,303,1
331,333,0
332,381,1
333,38,1
333,571,0
334,16,1
334,505,0
335,465,1
335,527,0
335,63,0
336,16,1
336,726,0
336,779,0
337,14,1
337,51,0
338,482,1
338,743,0
339,699,1
339,324,0
340,588,1
341,569,1
341,743,0
342,12,1
342,8,0
343,16,1
343,65,0
344,10,1
345,588,1
346,482,1
347,588,1
347,770,0
348,303,1
348,333,0
349,303,1
349,770,0
350,482,1
351,10,1
351,734,0
352,125,1
352,95,0
353,678,1
354,324,1
354,779,0
354,598,0
355,14,1
355,694,0
356,302,1
357,482,1
357,310,0
358,305,1
359,10,1
360,16,1
360,65,0
361,10,1
361,719,0
362,16,1
362,505,0
362,726,0
363,209,1
363,702,0
363,122,0
364,647,1
364,691,0
365,417,1
365,770,0
366,10,1
366,54,0
367,694,1
367,10,0
368,199,1
368,585,0
369,135,1
369,740,0
370,135,1
370,345,0
371,407,1
372,699,1
372,779,0
373,114,1
373,139,0
374,303,1
374,588,0
375,18,1
375,67,0
376,583,1
376,297,0
377,75,1
378,334,1
378,585,0
379,489,1
380,410,1
380,125,0
381,12,1
381,57,0
382,310,1
382,733,0
383,691,1
383,733,0
384,297,1
384,691,0
385,171,1
386,794,1
387,171,1
387,102,0
388,12,1
388,770,0
389,14,1
389,57,0
390,451,1
391,452,1
392,492,1
392,302,0
393,694,1
394,792,1
394,740,0
395,333,1
396,12,1
397,210,1
397,348,0
398,470,1
398,571,0
398,128,0
399,37,1
400,585,1
400,733,0
400,322,0
401,208,1
401,769,0
402,489,1
402,743,0
403,75,1
403,681,0
404,697,1
404,65,0
405,339,1
405,223,0
406,706,1
406,480,0
406,583,0
407,678,1
408,678,1
409,492,1
409,340,0
410,299,1
410,735,0
410,224,0
411,701,1
412,10,1
412,54,0
413,678,1
413,139,0
414,417,1
414,348,0
415,210,1
415,95,0
416,303,1
416,333,0
417,114,1
418,794,1
418,139,0
419,707,1
419,324,0
420,489,1
421,693,1
421,769,0
422,693,1
422,348,0
423,691,1
423,743,0
424,333,1
424,588,0
425,303,1
425,333,0
426,340,1
426,411,0
427,333,1
427,741,0
428,492,1
428,340,0
429,489,1
429,333,0
430,299,1
430,743,0
431,303,1
431,588,0
432,407,1
433,701,1
433,588,0
434,701,1
434,227,0
435,569,1
436,297,1
436,348,0
437,339,1
438,707,1
438,324,0
439,125,1
440,10,1
440,54,0
441,647,1
441,733,0
442,707,1
442,324,0
442,354,0
443,691,1
443,733,0
444,711,1
444,38,0
444,362,0
445,14,1
445,324,0
446,691,1
446,735,0
447,492,1
448,340,1
448,302,0
449,333,1
450,14,1
451,14,1
451,57,0
452,100,1
453,211,1
453,139,0
454,333,1
454,734,0
455,697,1
456,125,1
456,75,0
457,333,1
457,770,0
457,324,0
458,697,1
459,694,1
459,54,0
460,14,1
460,588,0
461,171,1
461,780,0
462,647,1
462,733,0
463,681,1
463,428,0
464,794,1
465,678,1
465,681,0
466,794,1
467,794,1
467,171,0
468,711,1
468,691,0
469,707,1
469,302,0
470,131,1
471,333,1
471,743,0
472,208,1
472,691,0
473,75,1
473,125,0
474,647,1
474,733,0
475,16,1
475,324,0
476,333,1
476,741,0
477,114,1
477,678,0
477,94,0
478,37,1
478,95,0
479,16,1
479,65,0
480,451,1
481,10,1
481,734,0
482,492,1
483,14,1
484,14,1
484,57,0
485,16,1
485,65,0
486,10,1
486,54,0
487,14,1
488,691,1
488,322,0
489,211,1
489,345,0
490,577,1
490,171,0
491,10,1
492,794,1
493,588,1
493,333,0
494,790,1
494,95,0
495,14,1
495,57,0
496,10,1
496,303,0
497,569,1
497,769,0
498,650,1
498,309,0
498,351,0
499,470,1
499,571,0
499,122,0
500,489,1
500,322,0
501,707,1
501,324,0
502,14,1
502,57,0
503,77,1
503,773,0
504,14,1
505,10,1
505,54,0
506,707,1
506,324,0
507,14,1
507,57,0
508,14,1
508,452,0
509,14,1
509,16,0
510,794,1
511,794,1
511,411,0
511,407,0
512,100,1
512,733,0
513,14,1
513,501,0
514,417,1
514,740,0
514,95,0
515,489,1
516,797,1
516,362,0
517,794,1
517,345,0
518,794,1
519,794,1
520,211,1
521,10,1
521,54,0
521,501,0
522,603,1
522,779,0
523,14,1
523,501,0
524,14,1
524,57,0
525,707,1
525,324,0
526,794,1
527,480,1
527,340,0
528,794,1
528,348,0
529,14,1
530,14,1
531,131,1
531,95,0
532,209,1
532,571,0
533,14,1
533,57,0
534,417,1
534,100,0
535,650,1
535,440,0
535,351,0
536,492,1
536,302,0
537,650,1
537,351,0
538,794,1
539,707,1
539,354,0
540,707,1
540,699,0
541,77,1
541,743,0
541,733,0
542,794,1
543,794,1
544,794,1
545,711,1
545,733,0
546,74,1
546,411,0
547,794,1
548,794,1
548,411,0
549,14,1
549,57,0
550,77,1
550,590,0
551,794,1
552,480,1
552,411,0
553,74,1
553,171,0
554,794,1
555,486,1
556,10,1
556,54,0
557,794,1
558,794,1
558,684,0
559,681,1
559,585,0
559,348,0
560,14,1
561,681,1
561,733,0
562,14,1
563,14,1
564,417,1
564,95,0
565,802,1
565,339,0
566,14,1
566,530,0
567,14,1
567,57,0
568,14,1
568,501,0
569,14,1
569,57,0
570,184,1
570,733,0
571,427,1
572,429,1
572,683,0
573,399,1
573,629,0
574,227,1
574,741,0
574,617,0
575,227,1
575,324,0
576,224,1
576,351,0
577,224,1
578,190,1
579,428,1
579,362,0
579,346,0
580,428,1
580,427,0
581,272,1
581,102,0
582,227,1
582,741,0
583,224,1
583,743,0
584,224,1
584,590,0
585,224,1
585,615,0
585,743,0
586,432,1
586,440,0
587,227,1
587,735,0
588,439,1
588,401,0
589,224,1
590,428,1
590,429,0
591,439,1
592,428,1
592,432,0
593,224,1
593,743,0
594,224,1
595,429,1
595,740,0
596,225,1
596,310,0
597,452,1
598,14,1
599,428,1
599,348,0
599,224,0
600,227,1
600,443,0
601,427,1
601,428,0
602,225,1
602,733,0
602,743,0
603,224,1
603,227,0
604,223,1
604,773,0
605,430,1
606,769,1
606,741,0
607,769,1
608,779,1
608,324,0
609,779,1
609,401,0
610,773,1
610,735,0
611,773,1
611,735,0
612,779,1
612,780,0
612,764,0
613,771,1
613,501,0
614,769,1
614,227,0
615,779,1
615,15,0
616,769,1
617,769,1
617,770,0
618,770,1
618,741,0
618,59,0
619,770,1
619,303,0
620,779,1
620,324,0
621,779,1
621,770,0
622,769,1
622,218,0
623,780,1
623,706,0
623,779,0
624,769,1
624,743,0
625,769,1
625,733,0
626,662,1
626,769,0
627,662,1
627,743,0
628,769,1
628,773,0
628,310,0
629,769,1
629,773,0
630,770,1
631,769,1
631,298,0
631,733,0
632,773,1
632,735,0
633,779,1
633,324,0
634,225,1
634,769,0
634,733,0
635,769,1
635,741,0
636,779,1
637,779,1
637,401,0
638,770,1
638,355,0
639,779,1
640,779,1
640,583,0
641,770,1
642,769,1
642,345,0
643,770,1
644,770,1
644,666,0
644,617,0
645,769,1
645,735,0
646,770,1
646,741,0
647,770,1
647,769,0
648,661,1
648,585,0
648,334,0
649,666,1
649,734,0
650,769,1
650,743,0
651,666,1
651,770,0
652,666,1
652,770,0
653,779,1
653,16,0
654,769,1
654,743,0
655,780,1
655,743,0
656,779,1
656,673,0
657,771,1
657,324,0
658,771,1
659,771,1
660,661,1
660,578,0
660,32,0
661,440,1
661,351,0
663,780,1
663,779,0
663,296,0
664,780,1
665,770,1
665,741,0
665,743,0
666,661,1
666,773,0
666,611,0
667,666,1
667,303,0
667,45,0
668,309,1
668,351,0
668,374,0
669,527,1
670,505,1
670,16,0
670,65,0
671,666,1
671,741,0
672,770,1
673,666,1
674,770,1
674,617,0
675,661,1
676,770,1
677,769,1
677,743,0
678,497,1
678,2,0
679,779,1
679,588,0
679,10,0
680,779,1
680,673,0
681,770,1
681,554,0
682,769,1
683,779,1
683,309,0
684,769,1
684,770,0
684,312,0
685,662,1
685,743,0
686,779,1
686,63,0
687,773,1
687,733,0
688,770,1
688,741,0
689,773,1
690,769,1
690,770,0
691,770,1
692,770,1
692,741,0
692,303,0
693,769,1
693,743,0
694,662,1
694,743,0
695,661,1
695,223,0
696,780,1
696,706,0
697,770,1
698,778,1
698,309,0
699,662,1
699,743,0
699,666,0
700,769,1
700,743,0
700,355,0
701,770,1
702,779,1
703,770,1
704,770,1
705,769,1
705,227,0
706,764,1
706,302,0
706,231,0
707,440,1
708,608,1
708,38,0
708,611,0
709,505,1
709,63,0
710,608,1
710,313,0
711,291,1
712,428,1
712,348,0
712,611,0
713,780,1
713,588,0
714,617,1
714,741,0
714,305,0
715,769,1
715,770,0
716,505,1
716,501,0
716,530,0
717,440,1
718,509,1
719,780,1
719,662,0
720,780,1
720,769,0
720,439,0
721,308,1
721,313,0
721,362,0
722,501,1
722,57,0
723,617,1
723,741,0
724,617,1
725,312,1
725,770,0
725,10,0
726,498,1
727,312,1
727,617,0
727,224,0
728,440,1
728,351,0
729,430,1
729,346,0
730,608,1
730,429,0
731,224,1
732,224,1
732,743,0
733,505,1
733,527,0
734,440,1
735,439,1
735,351,0
736,428,1
736,611,0
736,348,0
737,770,1
737,312,0
738,779,1
738,617,0
739,770,1
740,272,1
740,440,0
741,440,1
741,780,0
741,324,0
742,770,1
742,741,0
743,771,1
743,741,0
743,780,0
744,780,1
744,229,0
744,302,0
745,309,1
745,324,0
745,359,0
746,779,1
746,324,0
747,666,1
747,779,0
747,770,0
748,308,1
748,223,0
749,770,1
749,305,0
750,780,1
750,706,0
751,498,1
751,734,0
752,779,1
752,699,0
753,770,1
753,440,0
753,779,0
754,662,1
755,501,1
755,63,0
756,309,1
756,294,0
756,505,0
757,779,1
757,324,0
758,509,1
759,769,1
760,773,1
761,498,1
762,501,1
763,498,1
763,401,0
764,611,1
764,733,0
764,224,0
765,662,1
765,227,0
766,440,1
766,707,0
767,309,1
767,351,0
768,771,1
768,745,0
769,438,1
770,771,1
770,662,0
771,617,1
771,743,0
771,770,0
772,730,1
772,16,0
773,615,1
774,785,1
774,65,0
774,527,0
775,311,1
775,743,0
776,309,1
776,401,0
777,770,1
777,741,0
778,432,1
778,305,0
778,312,0
779,291,1
779,715,0
780,662,1
780,743,0
781,666,1
781,780,0
782,662,1
782,735,0
783,497,1
783,63,0
784,309,1
784,637,0
784,10,0
785,298,1
785,345,0
786,612,1
786,346,0
787,769,1
787,6,0
788,611,1
789,309,1
789,16,0
789,562,0
790,764,1
790,302,0
791,293,1
791,530,0
791,8,0
792,291,1
792,450,0
793,779,1
794,526,1
795,770,1
796,770,1
796,163,0
796,617,0
797,770,1
798,769,1
798,743,0
798,355,0
799,770,1
799,779,0
800,308,1
800,362,0
801,780,1
801,779,0
801,324,0
802,432,1
802,163,0
802,779,0
803,608,1
803,611,0
804,225,1
804,334,0
805,312,1
805,305,0
806,298,1
806,650,0
806,647,0
807,498,1
807,45,0
808,612,1
808,224,0
809,769,1
809,346,0
809,432,0
810,780,1
811,662,1
812,396,1
812,57,0
813,294,1
813,16,0
814,764,1
814,302,0
814,492,0
815,224,1
815,733,0
815,735,0
816,497,1
816,63,0
817,440,1
817,351,0
818,428,1
818,427,0
819,430,1
819,346,0
819,440,0
820,439,1
820,359,0
821,783,1
821,15,0
822,764,1
823,617,1
823,588,0
824,743,1
824,355,0
824,432,0
825,743,1
825,310,0
825,346,0
826,308,1
826,348,0
828,770,1
828,333,0
829,779,1
830,309,1
831,505,1
831,501,0
831,726,0
832,752,1
833,731,1
834,781,1
836,763,1
836,629,0
837,497,1
838,615,1
838,586,0
839,530,1
839,51,0
839,8,0
840,294,1
840,406,0
841,770,1
841,741,0
841,721,0
842,611,1
842,348,0
843,57,1
843,12,0
844,227,1
844,10,0
845,439,1
845,432,0
846,527,1
846,629,0
847,611,1
847,769,0
847,348,0
848,429,1
848,346,0
848,355,0
849,752,1
850,534,1
850,622,0
851,615,1
851,612,0
851,345,0
852,763,1
853,294,1
853,16,0
853,63,0
854,527,1
855,49,1
855,530,0
856,615,1
856,662,0
857,741,1
857,770,0
858,741,1
858,770,0
858,333,0
859,309,1
859,598,0
859,324,0
860,294,1
860,505,0
860,16,0
861,612,1
861,224,0
862,612,1
862,224,0
862,312,0
863,501,1
863,380,0
863,22,0
864,666,1
864,741,0
865,65,1
865,67,0
866,312,1
866,743,0
867,615,1
867,586,0
867,776,0
868,771,1
868,721,0
869,749,1
869,354,0
870,501,1
870,527,0
871,429,1
871,691,0
871,346,0
872,308,1
872,224,0
872,645,0
873,59,1
873,16,0
874,741,1
874,770,0
875,733,1
876,51,1
876,65,0
876,6,0
877,733,1
878,59,1
878,763,0
878,16,0
879,505,1
879,450,0
880,501,1
881,617,1
881,163,0
882,505,1
882,465,0
883,749,1
883,404,0
884,730,1
884,548,0
885,308,1
885,362,0
887,430,1
887,743,0
888,51,1
888,8,0
889,501,1
889,6,0
890,501,1
891,48,1
891,501,0
891,294,0
892,733,1
892,429,0
892,769,0
893,65,1
893,629,0
894,733,1
894,208,0
894,224,0
895,733,1
895,590,0
895,588,0
896,612,1
896,310,0
897,308,1
897,313,0
898,743,1
898,333,0
899,611,1
899,779,0
900,51,1
900,622,0
901,612,1
901,224,0
902,612,1
902,157,0
903,440,1
904,497,1
905,312,1
905,227,0
906,773,1
907,528,1
908,617,1
908,743,0
908,351,0
909,497,1
909,770,0
910,430,1
910,743,0
911,771,1
911,617,0
912,57,1
912,12,0
913,291,1
913,527,0
914,780,1
914,598,0
914,229,0
915,743,1
916,65,1
916,527,0
916,785,0
917,49,1
918,743,1
918,157,0
918,310,0
919,57,1
919,12,0
919,63,0
920,764,1
920,302,0
920,688,0
921,501,1
921,12,0
922,773,1
922,741,0
923,65,1
923,530,0
924,432,1
924,741,0
924,440,0
925,505,1
925,63,0
925,16,0
926,611,1
926,590,0
927,781,1
927,764,0
928,617,1
928,701,0
928,324,0
929,730,1
929,763,0
930,294,1
930,309,0
931,785,1
932,770,1
932,6,0
933,528,1
933,8,0
934,785,1
934,65,0
935,57,1
936,612,1
936,611,0
937,57,1
937,530,0
938,57,1
938,51,0
939,57,1
939,6,0
940,57,1
940,530,0
941,309,1
942,779,1
942,699,0
942,598,0
943,309,1
944,530,1
944,51,0
945,743,1
945,769,0
946,779,1
946,699,0
946,351,0
947,617,1
947,630,0
948,428,1
948,348,0
949,48,1
950,57,1
950,6,0
951,612,1
951,224,0
951,645,0
952,726,1
953,743,1
954,51,1
954,8,0
954,6,0
955,743,1
955,741,0
956,63,1
957,294,1
958,780,1
959,312,1
959,303,0
960,312,1
960,617,0
960,227,0
961,743,1
962,741,1
962,588,0
963,308,1
963,362,0
964,308,1
965,308,1
965,345,0
966,764,1
966,302,0
966,10,0
967,612,1
967,310,0
968,427,1
968,362,0
969,429,1
969,224,0
970,741,1
970,779,0
971,720,1
971,12,0
972,733,1
972,334,0
973,721,1
974,741,1
974,770,0
974,312,0
975,527,1
976,530,1
977,57,1
977,501,0
977,12,0
978,429,1
979,224,1
979,769,0
979,743,0
980,308,1
980,310,0
981,57,1
981,324,0
981,6,0
983,399,1
983,8,0
984,611,1
985,743,1
985,735,0
986,57,1
987,309,1
987,699,0
987,324,0
988,734,1
989,735,1
990,734,1
990,743,0
991,726,1
991,505,0
992,662,1
992,224,0
993,743,1
994,308,1
994,312,0
995,63,1
995,505,0
995,16,0
996,429,1
996,770,0
997,734,1
997,12,0
997,501,0
998,741,1
998,743,0
998,163,0
999,735,1
1000,764,1
1001,615,1
1002,743,1
1002,163,0
1003,780,1
1003,351,0
1004,530,1
1004,51,0
1005,741,1
1005,303,0
1005,588,0
1006,741,1
1006,779,0
1007,769,1
1007,733,0
1007,346,0
1008,741,1
1008,779,0
1008,324,0
1009,309,1
1009,779,0
1010,740,1
1010,585,0
1011,617,1
1011,312,0
1012,527,1
1013,617,1
1014,783,1
1014,324,0
1014,699,0
1015,771,1
1016,783,1
1016,505,0
1017,62,1
1018,743,1
1018,769,0
1019,743,1
1019,662,0
1020,67,1
1020,65,0
1021,501,1
1021,16,0
1022,615,1
1022,355,0
1023,63,1
1023,505,0
1023,726,0
1024,57,1
1025,741,1
1025,10,0
1026,57,1
1026,12,0
1027,498,1
1028,735,1
1029,743,1
1029,769,0
1030,612,1
1030,346,0
1031,298,1
1031,310,0
1032,427,1
1032,345,0
1032,740,0
1033,497,1
1034,57,1
1034,501,0
1035,429,1
1035,224,0
1036,54,1
1036,57,0
1037,770,1
1037,741,0
1038,65,1
1039,54,1
1039,63,0
1039,548,0
1040,157,1
1040,733,0
1040,224,0
1041,734,1
1041,10,0
1042,63,1
1042,16,0
1043,51,1
1043,8,0
1044,779,1
1045,505,1
1045,63,0
1046,780,1
1046,305,0
1047,741,1
1047,305,0
1048,743,1
1048,310,0
1049,741,1
1049,770,0
1049,734,0
1050,721,1
1051,726,1
1051,404,0
1052,294,1
1052,580,0
1053,291,1
1053,715,0
1054,308,1
1054,33,0
1055,735,1
1055,160,0
1056,292,1
1056,6,0
1057,720,1
1057,51,0
1058,726,1
1058,16,0
1058,63,0
1059,741,1
1060,720,1
1060,6,0
1061,741,1
1061,231,0
1062,743,1
1062,769,0
1063,779,1
1064,611,1
1064,612,0
1065,54,1
1065,10,0
1066,62,1
1066,548,0
1067,743,1
1068,57,1
1068,6,0
1069,743,1
1070,726,1
1070,505,0
1070,707,0
1071,741,1
1071,770,0
1072,733,1
1072,743,0
1073,743,1
1073,769,0
1074,741,1
1074,673,0
1074,333,0
1075,741,1
1075,770,0
1075,40,0
1076,62,1
1076,501,0
1076,6,0
1077,720,1
1077,498,0
1078,721,1
1078,45,0
1079,733,1
1079,743,0
1080,65,1
1080,622,0
1081,741,1
1081,779,0
1081,355,0
1082,662,1
1082,355,0
1083,734,1
1083,451,0
1084,733,1
1084,310,0
1085,740,1
1085,734,0
1086,154,1
1086,740,0
1087,308,1
1087,313,0
1087,310,0
1088,298,1
1088,733,0
1088,362,0
1089,432,1
1090,763,1
1090,735,0
1091,51,1
1092,721,1
1092,305,0
1094,726,1
1094,16,0
1095,439,1
1095,302,0
1096,611,1
1096,743,0
1097,65,1
1097,19,0
1098,734,1
1098,735,0
1099,741,1
1099,10,0
1100,54,1
1101,740,1
1101,154,0
1102,615,1
1102,224,0
1103,733,1
1103,163,0
1104,612,1
1104,224,0
1105,735,1
1105,298,0
1106,498,1
1106,726,0
1107,733,1
1107,585,0
1108,428,1
1108,297,0
1109,740,1
1109,348,0
1110,740,1
1110,6,0
1111,1,1
1112,14,1
1112,5,0
1113,725,1
1113,231,0
1113,726,0
1114,157,1
1114,612,0
1114,733,0
1115,741,1
1115,305,0
1116,720,1
1116,12,0
1117,57,1
1117,6,0
1118,54,1
1118,12,0
1119,721,1
1119,10,0
1120,743,1
1120,224,0
1121,721,1
1121,305,0
1121,227,0
1122,735,1
1122,611,0
1122,699,0
1123,54,1
1123,18,0
1123,505,0
1124,721,1
1125,163,1
1125,162,0
1125,741,0
1126,727,1
1127,741,1
1127,303,0
1128,735,1
1128,743,0
1130,404,1
1130,715,0
1130,19,0
1131,157,1
1131,297,0
1131,224,0
1132,735,1
1132,733,0
1132,743,0
1133,783,1
1133,779,0
1134,615,1
1135,429,1
1135,735,0
1136,741,1
1137,308,1
1137,612,0
1139,726,1
1139,673,0
1139,779,0
1140,741,1
1140,227,0
1141,735,1
1141,779,0
1142,720,1
1142,16,0
1143,450,1
1143,65,0
1143,527,0
1144,726,1
1144,779,0
1144,505,0
1145,735,1
1145,647,0
1145,662,0
1146,404,1
1147,726,1
1147,63,0
1148,615,1
1148,743,0
1149,743,1
1149,769,0
1150,404,1
1150,715,0
1150,785,0
1151,741,1
1152,404,1
1152,785,0
1153,725,1
1153,726,0
1154,548,1
1155,721,1
1155,676,0
1156,8,1
1156,530,0
1157,743,1
1157,779,0
1157,662,0
1158,725,1
1159,726,1
1159,16,0
1159,63,0
1160,497,1
1161,16,1
1161,65,0
1161,527,0
1162,612,1
1162,429,0
1163,186,1
1163,184,0
1164,272,1
1164,429,0
1165,740,1
1165,733,0
1165,743,0
1166,54,1
1166,10,0
1166,498,0
1167,741,1
1167,351,0
1167,312,0
1168,730,1
1168,1,0
1169,743,1
1169,733,0
1170,726,1
1170,65,0
1171,57,1
1171,622,0
1171,8,0
1172,163,1
1173,726,1
1173,63,0
1174,741,1
1174,224,0
1174,312,0
1175,157,1
1176,733,1
1176,743,0
1176,586,0
1177,57,1
1177,501,0
1177,720,0
1178,530,1
1179,734,1
1179,40,0
1179,763,0
1180,735,1
1180,779,0
1181,404,1
1181,727,0
1181,294,0
1182,65,1
1182,622,0
1182,530,0
1183,429,1
1184,727,1
1184,785,0
1185,733,1
1185,308,0
1186,743,1
1186,691,0
1186,348,0
1187,612,1
1188,741,1
1188,701,0
1189,743,1
1189,733,0
1190,721,1
1190,451,0
1191,735,1
1192,743,1
